Tweet,Tweet timestamp,Location,Sentiment
@labtested1 When they Come on Mass they are like a \ud83c\udf2a,09-02-2021 17:53,Vancouver,Negative
"And on this day in 2021, journalism students and graduates are being forced to take a long, hard look at themselves and their chosen career",09-02-2021 17:53,Vancouver,Negative
COVID KILLED THE RADIO STAR,09-02-2021 17:53,Vancouver,Positive
@tfyhpodcast @TallPaulsLife yes \ud83d\ude33 heart rate goes \ud83d\udcc8,09-02-2021 17:53,Vancouver,Negative
Another @hatclub exclusive drop \ud83d\udd25\ud83d\udd25 #HatClub #FloridaFlamingos #Fitted #59Fifty #FittedHats #bigblizz #NewEra @ Your\u2026 https://t.co/fRNaOLbpHW,09-02-2021 17:53,Vancouver,Positive
@mrspanstreppon IRS wouldn\u2019t have the patience to track these anomalies. Accounting firms would take the word of accountants. Etc.,09-02-2021 17:53,Vancouver,Negative
@TheWordOfErynn Brilliant Capture with the rays coming down Have Fun in the \u2744,09-02-2021 17:54,Vancouver,Positive
"@mcletch It was great listening to you , Halford &amp; brough , long time listener. Thinking of you guys right now.",09-02-2021 17:54,Vancouver,Positive
$GARB nice consolidation.  Strong support before the next leg up.,09-02-2021 17:54,Vancouver,Positive
@Cazzy I hate the \u201comg have you heard this?!\u201d Like ya 4 years ago and also if you don\u2019t know Better Oblivion Community Centre take a seat.,09-02-2021 17:54,Vancouver,Positive
\ud83d\udc47\ud83d\udc47\ud83d\udc47 #BoycottBell,09-02-2021 17:54,Vancouver,Negative
@JulesAllenxx @FlynnTheRescue That is Fabulous \ud83d\ude0a\ud83d\udc4d,09-02-2021 17:54,Vancouver,Positive
"We're hiring! Read about our latest job opening here: Data Scientist - https://t.co/ehdbB9wYVx #IT #Vancouver, BC",09-02-2021 17:54,Vancouver,Positive
yo hablando de politica con mi amigo argentino\nyo- argentina no deberia estar imprimiendo tantos billetes.\nel- eso\u2026 https://t.co/12sHt0gZaQ,09-02-2021 17:54,Vancouver,Positive
"@juanplopes Alguns sugeriram se manter fiel \xe0s origens e entendo, mas penso diferente. Conquistei cada cm do espa\xe7o\u2026 https://t.co/sZOetiqUQO",09-02-2021 17:54,Vancouver,Positive
"@BellMediaPR terrible terrible decision, 1040 was a staple in Vancouver, I grew up listening to it and now poof it\u2019s gone",09-02-2021 17:54,Vancouver,Negative
Save the date! On February 11th you\u2019re invited to our KGMS + MAHS Virtual Open House. Join us to learn more about o\u2026 https://t.co/kAYPklJD3V,09-02-2021 17:54,Vancouver,Positive
\u0633\u0627\u0646 \u062a\u0632\u0648 \u0645\u06cc\u06af\u0647 #\u0647\u0646\u0631_\u0631\u0632\u0645\u200c \u062f\u0631 \u0645\u0647\u0627\u0631 \u067e\u0646\u062c \u0633\u0646\u062c\u0647 \u06cc \u062b\u0627\u0628\u062a \u0642\u0631\u0627\u0631 \u0645\u06cc \u06af\u06cc\u0631\u062f: \u0627\u0635\u0644 \u0647\u0645\u0627\u0647\u0646\u06af\u06cc\u060c \u0622\u0633\u0645\u0627\u0646\u060c \u0632\u0645\u06cc\u0646\u060c \u0641\u0631\u0645\u0627\u0646\u062f\u0647 \u0648\u200c \u0631\u0648\u0634 \u0648 \u0642\u0627\u0646\u0648\u0646,09-02-2021 17:54,Vancouver,Negative
#RETWEEET this post &amp; follow me for an exclusive photo sent to your DM \ud83d\ude09\ud83d\ude1c #Repost #like #follow #followback #busty\u2026 https://t.co/pyNySY6ZMp,09-02-2021 17:54,Vancouver,Positive
@SarahRenac @JohnPasalis @TOAdamVaughan @JustinTrudeau @erinotoole @theJagmeetSingh @AnnamiePaul @ewsiddall Canadia\u2026 https://t.co/PXAh6fl7LS,09-02-2021 17:54,Vancouver,Positive
"no compa, que el medio d\xf3nde vea noticias sea de afin o no del gobierno no lo hace menos fiable.",09-02-2021 17:54,Vancouver,Positive
@OrigamiDad Slenderman springs to mind,09-02-2021 17:54,Vancouver,Negative
@moodandnoise I see that now. I\u2019m super jaded because my husband has done those lotteries so many times where you\u2019r\u2026 https://t.co/Ptd4qRyDcP,09-02-2021 17:54,Vancouver,Positive
@BMTArtificialH @lufthansa @PilatusAircraft @FedEx @AirCanada @staralliance @Airbus @yvrairport @businessjetstm\u2026 https://t.co/5CJbsX2CJq,09-02-2021 17:54,Vancouver,Positive
@raynemilne_ Thats ur air fryer insecurity talking,09-02-2021 17:55,Vancouver,Negative
@simsmemo The hair colour looks fun!!! \ud83e\udd93 I hope I will get this zebra mask soon too hehe \ud83e\udd23,09-02-2021 17:55,Vancouver,Positive
"y que el banco central de Argentina este imprimiendo billetes a lo loco no es una teoria, es lo que ha estado pasando todo el 2020",09-02-2021 17:55,Vancouver,Positive
I see many podcasts being launched in the coming weeks #TSN1040,09-02-2021 17:55,Vancouver,Negative
Let\u2019s talk! amirite folks?,09-02-2021 17:55,Vancouver,Negative
@neff_goldblum https://t.co/oYw7ZgeCBn,09-02-2021 17:55,Vancouver,Positive
@Bell showing their true corporate colours during a pandemic. Let\u2019s talk mental health...what BS! They should have\u2026 https://t.co/fURdicYnrO,09-02-2021 17:55,Vancouver,Positive
#FuckBell,09-02-2021 17:55,Vancouver,Negative
"10 Days away!!! Alaska, you\u2019re favorite adopted son is coming back!!! I can\u2019t wait to touch down and get some more\u2026 https://t.co/corqju10Zh",09-02-2021 17:55,Vancouver,Positive
"@ChrisParry @HarrisonMooney @BellMediaPR Great job, Bell - NOT !! !! #BoycottBell",09-02-2021 17:55,Vancouver,Positive
@JohonanG @extremetemps @Pat_wx @jwhittalTWN Good luck ! \ud83d\ude02,09-02-2021 17:55,Vancouver,Positive
@five15design @TSN1040 @DonnieandTheMoj Gone. The entire station got the axe this morning.,09-02-2021 17:55,Vancouver,Positive
I have great memories from Team 1040:\n\n-Getting my emails read on the air a couple times on the Jim Rome Show (Nata\u2026 https://t.co/k2zNisgVQz,09-02-2021 17:55,Vancouver,Positive
"@Cazzy @cogno I owned. Lost my house due to the video game job industry. Rented, evicted, rented, evicted 5 times a\u2026 https://t.co/bzKRp66v2B",09-02-2021 17:55,Vancouver,Positive
"Just posted a video @ Vancouver, British Columbia https://t.co/fwxGIhQPXc",09-02-2021 17:55,Vancouver,Positive
@MikeVersace1 #FuckBell,09-02-2021 17:55,Vancouver,Negative
\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,09-02-2021 17:55,Vancouver,Negative
"After the last year, I think it\u2019s time to bring back drinking and smoking in newsrooms. https://t.co/W1VW4ILvff",09-02-2021 17:55,Vancouver,Negative
@tiiamccarthy If you ask me... No. This is https://t.co/FKgjJDBSsY,09-02-2021 17:56,Vancouver,Positive
This is how @BellMediaPR does business. Sounds like they don\u2019t want to talk. #BellLetsTalk,09-02-2021 17:56,Vancouver,Negative
@TrumpWarRoom @JasonMillerinDC So threats and incitement are now covered under free speech? Huh.. someone should have told Charles Manson,09-02-2021 17:56,Vancouver,Negative
@KevinOTooleReal @mattsekeres @BlakePriceTSN @DonTaylor5 @BobMarjonovich @JasonBroughTSN @HalfordTSN @Tmart1040 I\u2019d\u2026 https://t.co/PezXXKqcbC,09-02-2021 17:56,Vancouver,Positive
@Cazzy @cogno We had money from selling the first house in 2011 (I bought in the west end for 156k in 2001 and sold\u2026 https://t.co/UgQKpozZAY,09-02-2021 17:56,Vancouver,Positive
@patersonjeff This is so wrong. Team1040 was the best. You are the best and preferred commentator on Vancouver sports.,09-02-2021 17:56,Vancouver,Negative
@AprilAn42278368 Definitely Sexy April!! \ud83d\ude0d\ud83d\udd25\ud83d\ude0d,09-02-2021 17:56,Vancouver,Positive
@PaulChapman_ @SteveEwen @RobFai Never be loyal to anything that has a Ltd on the end of it .  The use the peons an\u2026 https://t.co/8rvM5Wuf9m,09-02-2021 17:56,Vancouver,Negative
"@shoharamme @Comfort77267488 \u0628\u0644\u0647\u060c \u0645\u0639\u0645\u0648\u0644\u0627"" \u06f1\u06f0 \u0633\u0627\u0644 \u0637\u0648\u0644 \u0645\u06cc\u06a9\u0634\u0647. \u062a\u0627 \u06f8 \u0633\u0627\u0644 \u0627\u0648\u0644 \u06a9\u0647 \u0631\u0",09-02-2021 17:56,Vancouver,Positive
I\u2019ve been listening to/watching Blake Price and Don Taylor since the Sportpage days in my teens. This is brutal.\u2026 https://t.co/s45p0Mqyj5,09-02-2021 17:56,Vancouver,Positive
i miss the hot keys already \ud83d\ude2a,09-02-2021 17:56,Vancouver,Negative
@moodandnoise The stupid location we wanted is not available and I have not had enough time to dig into the ins and\u2026 https://t.co/zkam1TAcl0,09-02-2021 17:56,Vancouver,Positive
"@tabrizpopatia @MrBooth_7 @Bell Perfect take - #LetsTalk, but no more \u201cBell let\u2019s talk.\u201d #BoycottBell",09-02-2021 17:56,Vancouver,Positive
"@Cazzy Also, everyone starts as someone you\u2019ve never heard of. This is how we grow.",09-02-2021 17:56,Vancouver,Negative
"Can you recommend anyone for this #Labor job in Langley, BC, Canada? Click the link in our bio to see it and more.\u2026 https://t.co/h6tpYoaY7I",09-02-2021 17:56,Vancouver,Negative
Hmmmm what\u2019s it gonna be?? https://t.co/7iIPXYijLF,09-02-2021 17:56,Vancouver,Negative
"@GranyVanHelsing I love it so much, it\u2019s like if Lovecraft wrote a romantic comedy https://t.co/zAIQbSHOFU",09-02-2021 17:56,Vancouver,Positive
@ReesThatcher @realjuliasong By wearing the mask you are protecting others from you. Large droplets. That\u2019s why if all are wearing it works.,09-02-2021 17:56,Vancouver,Negative
"@cogno @Cazzy Well and, I\u2019m 41. I was a fucking disaster at like 25. My husband had to take out a consolidation loa\u2026 https://t.co/4fYgY2YlmN",09-02-2021 17:57,Vancouver,Positive
#LetsTalk #FuckBell,09-02-2021 17:57,Vancouver,Negative
"@Starbucks is coming up to tell me I\u2019m near their store in the Brewery District. Problem is, they\u2019ve closed this st\u2026 https://t.co/21lrMVpRll",09-02-2021 17:57,Vancouver,Positive
"De la carta de los #EnanosIntelectuales a la carta de #Pfizer pues la carta de que ya vienen las vacunas, adem\xe1s gr\u2026 https://t.co/0hDfmjFX7T",09-02-2021 17:57,Vancouver,Negative
I spent 1 month as an intern at 1040 and for 1 month I was living my dream\n\nIt\u2019s so difficult for young people to g\u2026 https://t.co/eElAHZoYDV,09-02-2021 17:57,Vancouver,Negative
@Rockrims @st @GreatBrianLast @TheJimCornette @RonFullerWelch Great card. St. Louis and Toronto had great multi-pro\u2026 https://t.co/aIS6UPxtC6,09-02-2021 17:57,Vancouver,Positive
@moodandnoise Yup. And some of the companies are a lot better now but we have been through some absolutely slaughte\u2026 https://t.co/JwspgK13Ja,09-02-2021 17:57,Vancouver,Positive
Goodbye to the best Vancouver sports talk radio. Good luck to everybody affected #TSN1040,09-02-2021 17:57,Vancouver,Positive
@GuruOfficial  #GuruRandhawa #love #YouAreMyGlory #iloveyou \u2728\u2764\ufe0f https://t.co/NcVKG4EBc6,09-02-2021 17:57,Vancouver,Positive
@YukonBrandon @CooperQuinn_WY Lol mine are still waiting to be dry-cleaned as well.\n\nJust in time for #PDAC2021 \ud83d\ude0f,09-02-2021 17:57,Vancouver,Negative
@cheapbrunch Lol,09-02-2021 17:57,Vancouver,Negative
@MysterJocker Weon \ud83d\ude0d,09-02-2021 17:57,Vancouver,Negative
@FarhanLaljiTSN @TSN1040 @mattsekeres @BlakePriceTSN @patersonjeff @HalfordTSN @JasonBroughTSN @DonTaylor5 Ask Alex\u2026 https://t.co/kfzj26xnJk,09-02-2021 17:57,Vancouver,Positive
i grew up listening to so many sports personalities on #tsn1040. i even met B Mac at the tuxedo company i used to m\u2026 https://t.co/1yigmlmcKl,09-02-2021 17:57,Vancouver,Positive
my heart hurts for everyone at #tsn1040. thank you for making vancouver feel more like home to every sporty girl &amp;\u2026 https://t.co/bZiJiWHr2d,09-02-2021 17:57,Vancouver,Positive
@8Bit_Boo \ud83d\udc4f,09-02-2021 17:57,Vancouver,Negative
La derecha golpista est\xe1 desesperada y es por eso miente en cada momento e instancia.\n\n#NiUnVotoAlPRIANMC,09-02-2021 17:57,Vancouver,Negative
#bell about to lose some customers,09-02-2021 17:58,Vancouver,Negative
@CanucksArmy @CoryHergott Bodyguard for Justin Bieber #Jake Virtanen,09-02-2021 17:58,Vancouver,Negative
"@MsAlexi I can get some quiet hours after 3pm which is nice, but yeah I\u2019ve also been using that quiet hours for Sta\u2026 https://t.co/OExGYDecdh",09-02-2021 17:58,Vancouver,Positive
Check out what we\u2019ve got in store for this #BCFamilyDay Weekend! Free admission to the Centre and activity stations\u2026 https://t.co/d5Te69JUHJ,09-02-2021 17:58,Vancouver,Positive
"Ok, so we are trying #TikTok now. Go #follow @RavenMychelle \u2b50\ufe0f\u2714\ufe0f\ud83e\udd73 https://t.co/RZUCMhIAth",09-02-2021 17:58,Vancouver,Positive
perdi?,09-02-2021 17:58,Vancouver,Negative
My #TSN1040 internship in my 2nd BCIT year (October 2015) was very rewarding &amp; an experience that taught me discipl\u2026 https://t.co/uzSzGEs8m5,09-02-2021 17:58,Vancouver,Positive
"Highlights for me\u2026 meeting Robert Earnshaw &amp; Shaun Alexander, shadowing John Shorthouse at a Canucks game (\ud83c\udd9a Sidney\u2026 https://t.co/2e4deKVzse",09-02-2021 17:58,Vancouver,Positive
Best of luck to all the personalities that worked tirelessly to bring top Vancouver sports coverage. You\u2019ll be back\u2026 https://t.co/4ErRbsvaGo,09-02-2021 17:58,Vancouver,Positive
@awonderland #SputnikLive,09-02-2021 17:58,Vancouver,Negative
@ChefSperlz Tell everyone you know that pays or supports anything @Bell to cancel it. And hopefully some of the guy\u2026 https://t.co/ACbsdYfqHp,09-02-2021 17:58,Vancouver,Negative
@MysterJocker Hahaha era weon que bello te ves. \ud83d\ude02\ud83d\ude02  pens\xe9 que el emoji interpretaba todo \ud83d\ude0b\ud83d\ude0b,09-02-2021 17:58,Vancouver,Positive
"Esta en el contrato, los que trabajamos en la industria del cine, m\xfasica y conciertos, no podemos revelar ninguna i\u2026 https://t.co/INQAcHkC9K",09-02-2021 17:58,Vancouver,Positive
Massive loss in Vancouver today with the loss of @TSN1040. Thoughts are with the fantastic broadcasters/reporters w\u2026 https://t.co/ZnMmOu9oD9,09-02-2021 17:58,Vancouver,Positive
"@DonnieandTheMoj, @HalfordTSN, @JasonBroughTSN, @TheSportMarket and more.  Such a terrible situation for them and t\u2026 https://t.co/27NRQvjX7e",09-02-2021 17:58,Vancouver,Positive
"Hey @BellMediaPR I am upset that you shut down Vancouver\u2019s favourite #sportsradio station #Tsn1040 today, but it\u2019s\u2026 https://t.co/LM2JT9dspp",09-02-2021 17:58,Vancouver,Positive
Flying between the Lions \ud83c\udfd4\ud83d\ude81\ud83c\udfd4   #TwinPeaks #WestVan https://t.co/GkylI1ghWu,09-02-2021 17:58,Vancouver,Positive
@Bell @Bell_Support I\u2019d like to cancel my mobile contract with immediate effect. Thankfully that\u2019s the only money I give you losers,09-02-2021 17:58,Vancouver,Negative
https://t.co/annuFNf4xp,09-02-2021 17:59,Vancouver,Positive
@SatiarShah Sick to my stomach hearing of all those fine people losing their jobs. Unreal.,09-02-2021 17:59,Vancouver,Negative
https://t.co/WXEZV2BZc4,09-02-2021 17:59,Vancouver,Positive
Why isnt CHICKEN MCMUFFIN part of All day breakfast at @McDonalds help,09-02-2021 17:59,Vancouver,Negative
Hey guys @Bell isn\u2019t listening to you. Never have. Never will.,09-02-2021 17:59,Vancouver,Positive
"@PublioPaiva s\xf3 se isso for antes dele se tatuar, pq se n\xe3o for eles literalmente decidiram jogar o Esquadr\xe3o Suici\u2026 https://t.co/BoxRH7YPD8",09-02-2021 17:59,Vancouver,Positive
"@ReesThatcher @realjuliasong I\u2019ve been to almost every hot spot in North America since Jan of 2020,and I\u2019m still ve\u2026 https://t.co/MKKFC2aNEH",09-02-2021 17:59,Vancouver,Negative
RT\nRT\nRT \n#VotoMasivoPorMorena2021 #NiUnVotoAlPRIANMC \nAs\xed de f\xe1cil y sencillo \n\ud83d\udc47\ud83c\udffd\ud83d\udc47\ud83c\udffd\ud83d\udc47\ud83c\udffd,09-02-2021 17:59,Vancouver,Negative
@Millieleosmum What did you get in!?,09-02-2021 17:59,Vancouver,Positive
I don\u2019t hate it.,09-02-2021 17:59,Vancouver,Negative
"@JamesStiksma @richardzussman Indeed.\nAd revenue down, high labour costs, niche format.",09-02-2021 17:59,Vancouver,Positive
"@mrspanstreppon The transfers of cash you and others point out, are prime examples of fraud. They use the same form\u2026 https://t.co/QZPUAxFBYE",09-02-2021 17:59,Vancouver,Positive
"@DonnieandTheMoj, @HalfordTSN, @JasonBroughTSN, @TheSportMarket and more.  Such a terrible situation for them and t\u2026 https://t.co/ZVKiRt7BR9",09-02-2021 17:59,Vancouver,Positive
@visheshkoul7 Another day in the right direction \ud83d\ude4c\ud83c\udffc\ud83d\ude4c\ud83c\udffc\ud83d\ude4c\ud83c\udffc \n\nOne day at a time,09-02-2021 17:59,Vancouver,Negative
"@ReesThatcher @realjuliasong Go do a bit of reading, spreading infectious diseases.",09-02-2021 17:59,Vancouver,Negative
Y\u2019all no excuses here \ud83d\ude4c\ud83c\udffc you don\u2019t need a gym or workout clothes to get that moment in!,09-02-2021 17:59,Vancouver,Negative
@BaderAlnzal Nice reps my freind!,09-02-2021 17:59,Vancouver,Positive
I\u2019ll never EVER support the @WhitecapsFC if they have a @bell logo on the front of their kit. @BellMediaPR #BOYCOTTBELL,09-02-2021 17:59,Vancouver,Negative
@UncleLaleet @JustinTrudeau let's go bud!!!! They finessed all of us. Fuck them and their fake ass slogan,09-02-2021 18:00,Vancouver,Negative
"@MarkVale20 @UPSHelp_UK you guys are sic., l have been told that my documents are lost., these are attested documen\u2026 https://t.co/9JokZl9SNv",09-02-2021 18:00,Vancouver,Positive
@AlyssaWadey Beach season here Alyssa comes!,09-02-2021 18:00,Vancouver,Negative
https://t.co/053o4d5i5Y,09-02-2021 18:00,Vancouver,Positive
@SweetJimmyC Well said Jamie.,09-02-2021 18:00,Vancouver,Positive
@Dragases_XI @realjuliasong At 5\u201910\u201d and 150lbs I\u2019d hardly be called obese.,09-02-2021 18:00,Vancouver,Positive
"Just posted a photo @ Eagle Harbour, British Columbia https://t.co/6NJ9eGNsY3",09-02-2021 18:00,Vancouver,Positive
@PAULUSV3 WHEN HELL FREEZES OVER\n\nThey should send someone to go get him if it comes to that\n\nHe sure as hell doesn\u2026 https://t.co/kLDqVndDJR,09-02-2021 18:00,Vancouver,Negative
#NewProfiePic https://t.co/5eqUfuH18E,09-02-2021 18:00,Vancouver,Positive
"Love is love, people on here are just single and bitter, acting like you took something from them personally becaus\u2026 https://t.co/FZkK2VYU1n",09-02-2021 18:00,Vancouver,Positive
Great transformation Vishesh!,09-02-2021 18:00,Vancouver,Positive
\xa1El milagro del Peje!\n\n\xa1Ardan derechairos e #EnanosIntelectuales y m\xe9tanse su cartita por el culo!,09-02-2021 18:00,Vancouver,Negative
@veronicalderon Para ellos no hay una filosof\xeda o principios que los anclen a un partido. Lo ven como cambiar de ch\u2026 https://t.co/JA5ZGNzY5M,09-02-2021 18:00,Vancouver,Positive
"@GranyVanHelsing Yes sir, probably my fave of theirs",09-02-2021 18:00,Vancouver,Positive
@se_pi88 @Comfort77267488 \u0635\u0628\u0631 \u062f\u0627\u0634\u062a\u0647 \u0628\u0627\u0634\u06cc\u062f.  \u062f\u0631\u0633\u062a \u0645\u06cc\u0634\u0647\u060c \u0632\u0645\u0627\u0646 \u0645\u06cc\u0628\u0631\u0647.\ud83c\udf38,09-02-2021 18:00,Vancouver,Negative
@tfyhpodcast 100% it does... I don\u2019t envy your shoulders and arms right now \ud83d\ude22,09-02-2021 18:00,Vancouver,Positive
@BCTallTrees Thank you \u2764\ufe0f,09-02-2021 18:00,Vancouver,Positive
@SarahRenac @JohnPasalis @TOAdamVaughan @JustinTrudeau @erinotoole @theJagmeetSingh @AnnamiePaul @ewsiddall Canada\u2026 https://t.co/lrL0b9KXvl,09-02-2021 18:00,Vancouver,Positive
"Today's blog on ""the good neighbor"" John Ware who was born a slave, learned how to be a Cowboy and eventually bough\u2026 https://t.co/0QIEEuVI1z",09-02-2021 18:01,Vancouver,Positive
@NGhoussoub @NSERC_CRSNG @FP_Champagne @ChiefSciCan I don\u2019t see how that fundamentally alters the pipeline imbalanc\u2026 https://t.co/dLXGl8FPxv,09-02-2021 18:01,Vancouver,Positive
@mediarz @Torwin Stonks,09-02-2021 18:01,Vancouver,Negative
Yo por eso me voy a esperar a la versi\xf3n cubana huntada o fumada.,09-02-2021 18:01,Vancouver,Positive
@jerseyshore713 @PAULUSV3 \ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23LOVE IT!!!,09-02-2021 18:01,Vancouver,Negative
@Mrs_Schwarzski @benoitbruneau We would need to invest more in the whole sphere of knowledge economy. We don\u2019t.,09-02-2021 18:01,Vancouver,Negative
Just how fast the night changes https://t.co/7QjdGqMYgF,09-02-2021 18:01,Vancouver,Positive
\ud83d\ude4f\ud83c\udffd,09-02-2021 18:01,Vancouver,Negative
The fuel throwed,09-02-2021 18:01,Vancouver,Positive
\ud83c\udf99 https://t.co/k6MxgbZcFk,09-02-2021 18:01,Vancouver,Positive
@PaulHaysom Unbelievable. They are so great. Always a part of my commute \ud83d\ude21\ud83d\ude14,09-02-2021 18:01,Vancouver,Positive
"@lynnmc1971 @SouthernPawPaw Oh I got bit by a Dog, Then while Ma was in Bathroom I ripped Stitches open pretending\u2026 https://t.co/huafiOYIvs",09-02-2021 18:01,Vancouver,Positive
Poll: Majority of Americans think Trump should be impeached https://t.co/WL9xGxG27o via @YouTube,09-02-2021 18:01,Vancouver,Positive
"Just posted a video @ Vancouver, British Columbia https://t.co/uIkYPjEkrj",09-02-2021 18:01,Vancouver,Positive
#PizzaDay Fuck ya!!!\n https://t.co/Vw16ReAD3w,09-02-2021 18:01,Vancouver,Positive
Ya me v\xed regresando a M\xe9xico y aterrizando en el nuevo Aeropuerto Internacional de Santa Luc\xeda \ud83d\ude0e\ud83d\udc47\ud83c\udffd\u2026 https://t.co/xwsOFzjJZJ,09-02-2021 18:01,Vancouver,Negative
"@CreekJohnson13 @realjuliasong Fine, most of you don\u2019t get it anyway. Good luck to you.",09-02-2021 18:01,Vancouver,Positive
Work out ako ng work out eh red code nga pala ako kainis sakit ng puson ko :3,09-02-2021 18:01,Vancouver,Negative
"when you go from dual monitors to one laptop screen, your productivity and efficiency levels go from 100 to -20. what is life rn",09-02-2021 18:02,Vancouver,Negative
Que \xd3DIO do TransferWise vo si mata,09-02-2021 18:02,Vancouver,Negative
Buhari throwing up some smiles \u263a\ufe0f,09-02-2021 18:02,Vancouver,Positive
@Cazzy @cogno We have two cars and I got in one this morning and it still has reindeer headbands in it from before\u2026 https://t.co/SATwCd6pF0,09-02-2021 18:02,Vancouver,Negative
"@theBrettMiller @ndaxio Also, stay away from doge and just stack sats.",09-02-2021 18:02,Vancouver,Positive
@BeerGeek2point0 Fucking nasty!,09-02-2021 18:02,Vancouver,Negative
So this is blatantly them just cutting costs to line the pockets of the guys at the top lol,09-02-2021 18:02,Vancouver,Negative
"@ReesThatcher @realjuliasong Oh for sure. The bikini to be compliant, n-95 for extended use, and a full blown .0004\u2026 https://t.co/iCv9vWXAVL",09-02-2021 18:02,Vancouver,Positive
@Remysenpaii That\u2019s a weird take by bent,09-02-2021 18:02,Vancouver,Negative
"@TOPDOLLARMAN Ya he contacted me too, blocked him",09-02-2021 18:02,Vancouver,Negative
My woke up face \ud83d\ude48 I look Chinese when I woke up \ud83d\ude4a\ud83d\ude11 @GuruOfficial #Valentines \u2764\ufe0f\u2728 coming and I have no one so as u..\u2026 https://t.co/tLCBSMpCSk,09-02-2021 18:02,Vancouver,Positive
@fourmeows @lynnmc1971 @dogcelebration So Delightful  to watch this\u2764\u2764,09-02-2021 18:02,Vancouver,Positive
@ReesThatcher @realjuliasong Lucky.,09-02-2021 18:02,Vancouver,Negative
So basically my Twitter is now half crypto currency #dogecoin and pictures like this. #SurreyBC #surrey https://t.co/5tThjHjwHy,09-02-2021 18:02,Vancouver,Positive
CFE es M\xe9xico,09-02-2021 18:02,Vancouver,Negative
@southernsass81 Yep,09-02-2021 18:02,Vancouver,Negative
"Good morning!!!\nHow\u2019s today looking for everyone??\n\nGoing live soon, gotta get breakfast\n\nDid you catch last nights\u2026 https://t.co/vopIcLzoDR",09-02-2021 18:02,Vancouver,Positive
"Just like the Inauguration Fund; there is no scope of work, tender doc\u2019s, bids  and invoices. The funds came from a\u2026 https://t.co/f3HC4UyXKk",09-02-2021 18:02,Vancouver,Negative
@sonolencio N\xe3o to conseguindo mandar https://t.co/QFvizp8f8h,09-02-2021 18:03,Vancouver,Positive
Cutting the most popular sports radio station in the second biggest market in the country is already so transparent\u2026 https://t.co/qbw8qZA378,09-02-2021 18:03,Vancouver,Positive
"Career tip for landing jobs like ""Equipment Associate-Branch"" in #Burnaby, BC. Go on informational interviews. The\u2026 https://t.co/lmXXY1c0tj",09-02-2021 18:03,Vancouver,Positive
"#PizzaDay Fuck ya!!!\n#Montreal, #Quebec. \ud83c\udde8\ud83c\udde6\n https://t.co/Vw16ReAD3w",09-02-2021 18:03,Vancouver,Positive
Incredible and oh-so-so needed \ud83e\uddf5 on the danger of anti-science propaganda.,09-02-2021 18:03,Vancouver,Negative
@BellMediaPR you can be sure I will never be using your services and neither will those I can influence. \ud83d\ude21,09-02-2021 18:03,Vancouver,Negative
@newsmax @WHO is right because China is just fu*king dirty\ud83d\udca9. It's just that simple,09-02-2021 18:03,Vancouver,Positive
@FarhanLaljiTSN @TSN1040 @mattsekeres @BlakePriceTSN @patersonjeff @HalfordTSN @JasonBroughTSN @DonTaylor5 Brutal.\u2026 https://t.co/GuRrFp5s3R,09-02-2021 18:03,Vancouver,Positive
@Mutineer8961 Ogede inside what ? Block me back pls !\ud83d\ude02\ud83d\ude02\ud83d\ude02,09-02-2021 18:03,Vancouver,Positive
@Pagnificent @carlz8 @somelonelyspace @jennafabulous She wants to sue since it doesn\u2019t explicitly state not to use\u2026 https://t.co/Kng9UFhqFW,09-02-2021 18:03,Vancouver,Negative
@always90four @BlakePriceTSN @mattsekeres The worst,09-02-2021 18:03,Vancouver,Negative
@nineoclockgun @TheSportMarket @mattsekeres @patersonjeff @RJHenderson7 Thanks for all your support. You guys are s\u2026 https://t.co/feHE1a83e7,09-02-2021 18:03,Vancouver,Positive
"Thank you, Palma!! \u2764\ufe0f\ud83c\udf89 and so, so happy to be spending the day in the newsroom with you!",09-02-2021 18:03,Vancouver,Positive
@DavidJBoles Thank you David! \ud83d\ude0a,09-02-2021 18:03,Vancouver,Positive
@reaonford I support this message\u2764\ufe0f,09-02-2021 18:03,Vancouver,Positive
@CreekJohnson13 @realjuliasong Why would you want to do that? And you\u2019re in the same camp that call me a sheep. You\u2026 https://t.co/P9bxyI9h9j,09-02-2021 18:03,Vancouver,Negative
oh,09-02-2021 18:03,Vancouver,Negative
"@TSNBobMcKenzie @mcletch @HalfordTSN @JasonBroughTSN @BlakePriceTSN @mattsekeres @karen_surman @HockeyAbbs Thanks,\u2026 https://t.co/hkQu3xE5aJ",09-02-2021 18:03,Vancouver,Positive
Torts killed him \ud83d\ude33,09-02-2021 18:04,Vancouver,Negative
Just posted a photo @ Treasure Green Tea Company https://t.co/ajJqcmwfn6,09-02-2021 18:04,Vancouver,Positive
\ud83d\ude0e\ud83d\udc47\ud83c\udffd,09-02-2021 18:04,Vancouver,Negative
Maybe russell wilson shouldn\u2019t hold onto the damn ball so long. Many of those sacks are on him. Trade him @Seahawks,09-02-2021 18:04,Vancouver,Negative
@lynnmc1971 @dogcelebration They can be so slow sometimes \ud83d\ude44 I think we have to try the evil stare https://t.co/7WcKm96h2H,09-02-2021 18:04,Vancouver,Negative
